FID,FID_RWGE61,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,FID_RW_LHZ,COUNTRY,LZCODE,LZNAMEE,CLASS,LZNUM,LZNAMEF
122,236,RW201000000237,RW,"2,010.000000000000000",237.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.262296000000000,29.877542999999999,"1,555.000000000000000","1,545.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
123,169,RW201000000170,RW,"2,010.000000000000000",170.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.260028000000000,30.199794000000001,"1,398.000000000000000","1,407.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
124,445,RW201000000446,RW,"2,010.000000000000000",446.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.256404000000000,29.686876999999999,"1,746.000000000000000","1,735.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
125,52,RW201000000053,RW,"2,010.000000000000000",53.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,U,-2.253763000000000,29.818389000000000,"1,543.000000000000000","1,542.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
126,262,RW201000000263,RW,"2,010.000000000000000",263.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,28.000000000000000,Kirehe,GPS,R,-2.250716000000000,30.811263000000000,"1,363.000000000000000","1,361.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
127,83,RW201000000084,RW,"2,010.000000000000000",84.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.244750000000000,30.369447999999998,"1,368.000000000000000","1,370.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
128,34,RW201000000035,RW,"2,010.000000000000000",35.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.243706000000000,30.545878999999999,"1,573.000000000000000","1,575.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
129,435,RW201000000436,RW,"2,010.000000000000000",436.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.242963000000000,30.112396000000000,"1,414.000000000000000","1,419.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
130,214,RW201000000215,RW,"2,010.000000000000000",215.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.238794000000000,29.370061000000000,"2,153.000000000000000","2,124.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
131,450,RW201000000451,RW,"2,010.000000000000000",451.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,18.000000000000000,Nyamasheke,GPS,R,-2.237258000000000,29.190700000000000,"1,548.000000000000000","9,999.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
132,237,RW201000000238,RW,"2,010.000000000000000",238.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,U,-2.235567000000000,30.535658999999999,"1,496.000000000000000","1,496.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
133,326,RW201000000327,RW,"2,010.000000000000000",327.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,28.000000000000000,Kirehe,GPS,R,-2.230972000000000,30.831270000000000,"1,333.000000000000000","1,340.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
134,12,RW201000000013,RW,"2,010.000000000000000",13.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.227240000000000,29.413435000000000,"1,923.000000000000000","1,919.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
135,223,RW201000000224,RW,"2,010.000000000000000",224.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.226654000000000,30.421976999999998,"1,456.000000000000000","1,456.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
136,217,RW201000000218,RW,"2,010.000000000000000",218.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,28.000000000000000,Kirehe,GPS,R,-2.224453000000000,30.731483999999998,"1,650.000000000000000","1,643.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
137,431,RW201000000432,RW,"2,010.000000000000000",432.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,8.000000000000000,Nyamagabe,GPS,R,-2.223684000000000,29.553908000000000,"1,725.000000000000000","1,713.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
138,291,RW201000000292,RW,"2,010.000000000000000",292.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.217614000000000,29.610966999999999,"1,755.000000000000000","1,750.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
139,191,RW201000000192,RW,"2,010.000000000000000",192.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,28.000000000000000,Kirehe,GPS,R,-2.214713000000000,30.727982999999998,"1,563.000000000000000","1,557.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
140,209,RW201000000210,RW,"2,010.000000000000000",210.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,28.000000000000000,Kirehe,GPS,R,-2.213988000000000,30.593610000000002,"1,517.000000000000000","1,532.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
141,11,RW201000000012,RW,"2,010.000000000000000",12.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.212707000000000,29.921206000000002,"1,479.000000000000000","1,469.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
142,266,RW201000000267,RW,"2,010.000000000000000",267.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.210510000000000,29.836160000000000,"1,571.000000000000000","1,554.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
143,94,RW201000000095,RW,"2,010.000000000000000",95.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.208816000000000,29.628509000000001,"1,726.000000000000000","1,720.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
144,178,RW201000000179,RW,"2,010.000000000000000",179.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,U,-2.206809000000000,29.819907000000001,"1,628.000000000000000","1,621.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
145,466,RW201000000467,RW,"2,010.000000000000000",467.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,U,-2.203129000000000,30.518509999999999,"1,592.000000000000000","1,638.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
146,353,RW201000000354,RW,"2,010.000000000000000",354.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.202149000000000,30.139568000000001,"1,426.000000000000000","1,429.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
147,381,RW201000000382,RW,"2,010.000000000000000",382.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.198356000000000,29.948675999999999,"1,475.000000000000000","1,464.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
148,384,RW201000000385,RW,"2,010.000000000000000",385.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.198063000000000,30.500768999999998,"1,390.000000000000000","1,384.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
149,78,RW201000000079,RW,"2,010.000000000000000",79.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.196906000000000,29.705179000000001,"1,759.000000000000000","1,766.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
150,18,RW201000000019,RW,"2,010.000000000000000",19.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.193395000000000,30.012104000000001,"1,379.000000000000000","1,383.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
151,20,RW201000000021,RW,"2,010.000000000000000",21.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.191645000000000,29.290962000000000,"1,765.000000000000000","1,741.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
152,128,RW201000000129,RW,"2,010.000000000000000",129.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.190570000000000,29.944765000000000,"1,448.000000000000000","1,437.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
153,103,RW201000000104,RW,"2,010.000000000000000",104.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.189393000000000,29.376622000000001,"2,171.000000000000000","2,196.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
154,210,RW201000000211,RW,"2,010.000000000000000",211.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,U,-2.188292000000000,29.774608000000001,"1,750.000000000000000","1,746.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
155,462,RW201000000463,RW,"2,010.000000000000000",463.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.187308000000000,29.392258000000002,"2,390.000000000000000","2,374.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
156,227,RW201000000228,RW,"2,010.000000000000000",228.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.183866000000000,30.180126999999999,"1,431.000000000000000","1,441.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
157,261,RW201000000262,RW,"2,010.000000000000000",262.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.180477000000000,29.423006999999998,"2,204.000000000000000","2,189.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
158,297,RW201000000298,RW,"2,010.000000000000000",298.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.179344000000000,30.620857999999998,"1,653.000000000000000","1,651.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
159,4,RW201000000005,RW,"2,010.000000000000000",5.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.171266000000000,30.018540999999999,"1,437.000000000000000","1,445.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
160,208,RW201000000209,RW,"2,010.000000000000000",209.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,18.000000000000000,Nyamasheke,GPS,R,-2.161450000000000,29.254778999999999,"1,569.000000000000000","1,541.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
161,154,RW201000000155,RW,"2,010.000000000000000",155.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.159884000000000,30.033763000000000,"1,431.000000000000000","1,420.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
162,330,RW201000000331,RW,"2,010.000000000000000",331.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.159511000000000,29.641705999999999,"1,593.000000000000000","1,585.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
163,81,RW201000000082,RW,"2,010.000000000000000",82.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.156734000000000,29.581569999999999,"1,722.000000000000000","1,704.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
164,40,RW201000000041,RW,"2,010.000000000000000",41.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.154319000000000,29.592663000000002,"1,618.000000000000000","1,617.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
165,224,RW201000000225,RW,"2,010.000000000000000",225.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,28.000000000000000,Kirehe,GPS,R,-2.149959000000000,30.850352999999998,"1,754.000000000000000","1,754.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
166,488,RW201000000489,RW,"2,010.000000000000000",489.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.144317000000000,30.348894999999999,"1,387.000000000000000","1,392.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
167,395,RW201000000396,RW,"2,010.000000000000000",396.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.142409000000000,30.096496999999999,"1,409.000000000000000","1,417.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
168,117,RW201000000118,RW,"2,010.000000000000000",118.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.139863000000000,29.690493000000000,"1,964.000000000000000","1,945.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
169,362,RW201000000363,RW,"2,010.000000000000000",363.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.138187000000000,30.441904000000001,"1,464.000000000000000","1,458.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
170,420,RW201000000421,RW,"2,010.000000000000000",421.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,28.000000000000000,Kirehe,GPS,R,-2.136239000000000,30.664805999999999,"1,571.000000000000000","1,574.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
171,369,RW201000000370,RW,"2,010.000000000000000",370.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.134998000000000,30.477436999999998,"1,506.000000000000000","1,484.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
172,413,RW201000000414,RW,"2,010.000000000000000",414.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.134500000000000,30.321370000000002,"1,365.000000000000000","1,360.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
173,141,RW201000000142,RW,"2,010.000000000000000",142.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.130811000000000,29.677116000000002,"1,774.000000000000000","1,765.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
174,457,RW201000000458,RW,"2,010.000000000000000",458.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.129858000000000,30.232130000000002,"1,430.000000000000000","1,433.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
175,244,RW201000000245,RW,"2,010.000000000000000",245.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.125200000000000,29.467963000000001,"1,986.000000000000000","1,958.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
176,348,RW201000000349,RW,"2,010.000000000000000",349.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.124417000000000,30.304728999999998,"1,379.000000000000000","1,371.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
177,41,RW201000000042,RW,"2,010.000000000000000",42.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,U,-2.119264000000000,30.591072000000000,"1,686.000000000000000","1,687.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
178,272,RW201000000273,RW,"2,010.000000000000000",273.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.116410000000000,29.534499000000000,"1,778.000000000000000","1,744.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
179,16,RW201000000017,RW,"2,010.000000000000000",17.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,9.000000000000000,Ruhango,GPS,R,-2.116178000000000,29.813836999999999,"1,746.000000000000000","1,734.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
180,177,RW201000000178,RW,"2,010.000000000000000",178.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.116101000000000,30.450413999999999,"1,472.000000000000000","1,469.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
181,433,RW201000000434,RW,"2,010.000000000000000",434.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,U,-2.113522000000000,29.758143000000000,"1,844.000000000000000","1,840.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
182,270,RW201000000271,RW,"2,010.000000000000000",271.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-2.107306000000000,29.974036000000002,"1,519.000000000000000","1,513.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
183,107,RW201000000108,RW,"2,010.000000000000000",108.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-2.106086000000000,29.896746000000000,"1,545.000000000000000","1,542.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
184,93,RW201000000094,RW,"2,010.000000000000000",94.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.104501000000000,29.436316999999999,"1,939.000000000000000","1,913.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
185,183,RW201000000184,RW,"2,010.000000000000000",184.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.099755000000000,30.481971999999999,"1,523.000000000000000","1,521.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
186,255,RW201000000256,RW,"2,010.000000000000000",256.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-2.099540000000000,30.622315000000000,"1,634.000000000000000","1,635.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
187,471,RW201000000472,RW,"2,010.000000000000000",472.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,28.000000000000000,Kirehe,GPS,R,-2.095270000000000,30.738607999999999,"1,347.000000000000000","1,347.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
188,99,RW201000000100,RW,"2,010.000000000000000",100.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,U,-2.089516000000000,29.390751000000002,"1,766.000000000000000","1,767.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
189,486,RW201000000487,RW,"2,010.000000000000000",487.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.084839000000000,29.405355000000000,"1,786.000000000000000","1,763.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
190,222,RW201000000223,RW,"2,010.000000000000000",223.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,U,-2.083065000000000,29.756049000000001,"1,595.000000000000000","1,811.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
191,245,RW201000000246,RW,"2,010.000000000000000",246.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-2.080000000000000,29.690313000000000,"1,793.000000000000000","1,786.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
192,283,RW201000000284,RW,"2,010.000000000000000",284.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.075995000000000,29.439540999999998,"1,852.000000000000000","1,850.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
193,393,RW201000000394,RW,"2,010.000000000000000",394.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,U,-2.075481000000000,29.740521999999999,"1,860.000000000000000","1,862.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
194,464,RW201000000465,RW,"2,010.000000000000000",465.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,R,-2.075093000000000,29.587154000000002,"1,776.000000000000000","1,761.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
195,15,RW201000000016,RW,"2,010.000000000000000",16.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,28.000000000000000,Kirehe,GPS,R,-2.072847000000000,30.824888999999999,"1,483.000000000000000","1,469.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
196,282,RW201000000283,RW,"2,010.000000000000000",283.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,29.000000000000000,Ngoma,GPS,R,-2.066574000000000,30.510362000000001,"1,519.000000000000000","1,522.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
197,144,RW201000000145,RW,"2,010.000000000000000",145.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-2.058910000000000,30.375952999999999,"1,483.000000000000000","1,479.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
198,229,RW201000000230,RW,"2,010.000000000000000",230.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-2.057712000000000,29.909006000000002,"1,573.000000000000000","1,542.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
199,419,RW201000000420,RW,"2,010.000000000000000",420.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,30.000000000000000,Bugesera,GPS,R,-2.057154000000000,30.045359000000001,"1,444.000000000000000","1,440.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
200,364,RW201000000365,RW,"2,010.000000000000000",365.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,U,-2.054273000000000,29.762236000000001,"1,852.000000000000000","1,852.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
201,358,RW201000000359,RW,"2,010.000000000000000",359.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,12.000000000000000,Karongi,GPS,U,-2.052887000000000,29.426793000000000,"1,798.000000000000000","1,791.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
