FID,FID_RWGE61,DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,FID_RW_LHZ,COUNTRY,LZCODE,LZNAMEE,CLASS,LZNUM,LZNAMEF
202,199,RW201000000200,RW,"2,010.000000000000000",200.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-2.042049000000000,29.812083000000001,"1,713.000000000000000","1,706.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
203,113,RW201000000114,RW,"2,010.000000000000000",114.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-2.040137000000000,30.029043999999999,"1,597.000000000000000","1,572.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
204,304,RW201000000305,RW,"2,010.000000000000000",305.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-2.038559000000000,30.365967999999999,"1,539.000000000000000","1,533.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
205,9,RW201000000010,RW,"2,010.000000000000000",10.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-2.038221000000000,30.310015000000000,"1,475.000000000000000","1,471.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
206,5,RW201000000006,RW,"2,010.000000000000000",6.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-2.036917000000000,30.114591000000001,"1,392.000000000000000","1,392.000000000000000",WGS84,12,RW,RW08,Bugesera Cassava,AG05,8,Zone du manioc de Bugesera
207,267,RW201000000268,RW,"2,010.000000000000000",268.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-2.036767000000000,29.975852000000000,"1,467.000000000000000","1,464.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
208,54,RW201000000055,RW,"2,010.000000000000000",55.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-2.036321000000000,30.567215999999998,"1,657.000000000000000","1,650.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
209,333,RW201000000334,RW,"2,010.000000000000000",334.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-2.035534000000000,29.419156000000001,"2,178.000000000000000","2,196.000000000000000",WGS84,6,RW,RW02,Western Congo-Nile Crest Tea,AG02,2,Zone du thé du ouest crête Congo-Nile
210,343,RW201000000344,RW,"2,010.000000000000000",344.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-2.029782000000000,30.246106999999999,"1,364.000000000000000","1,374.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
211,473,RW201000000474,RW,"2,010.000000000000000",474.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-2.026905000000000,29.801988999999999,"1,829.000000000000000","1,803.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
212,143,RW201000000144,RW,"2,010.000000000000000",144.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-2.021185000000000,29.713286000000000,"1,741.000000000000000","1,743.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
213,10,RW201000000011,RW,"2,010.000000000000000",11.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-2.021018000000000,30.651838000000001,"1,666.000000000000000","1,659.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
214,491,RW201000000492,RW,"2,010.000000000000000",492.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-2.019624000000000,29.694921000000001,"1,831.000000000000000","1,831.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
215,439,RW201000000440,RW,"2,010.000000000000000",440.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-2.015934000000000,29.914014000000002,"1,696.000000000000000","1,677.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
216,275,RW201000000276,RW,"2,010.000000000000000",276.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-2.006624000000000,30.179611000000001,"1,393.000000000000000","1,393.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
217,408,RW201000000409,RW,"2,010.000000000000000",409.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,10.000000000000000,Muhanga,GPS,R,-2.005244000000000,29.770130999999999,"1,824.000000000000000","1,821.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
218,374,RW201000000375,RW,"2,010.000000000000000",375.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-2.003313000000000,30.043979000000000,"1,536.000000000000000","1,522.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
219,318,RW201000000319,RW,"2,010.000000000000000",319.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-1.999938000000000,29.886085999999999,"1,692.000000000000000","1,682.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
220,213,RW201000000214,RW,"2,010.000000000000000",214.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.999050000000000,30.545978999999999,"1,667.000000000000000","1,668.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
221,14,RW201000000015,RW,"2,010.000000000000000",15.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.997883000000000,29.631616999999999,"1,590.000000000000000","1,622.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
222,160,RW201000000161,RW,"2,010.000000000000000",161.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.995445000000000,29.414549999999998,"1,829.000000000000000","1,820.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
223,296,RW201000000297,RW,"2,010.000000000000000",297.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.995232000000000,30.200461000000001,"1,418.000000000000000","1,422.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
224,410,RW201000000411,RW,"2,010.000000000000000",411.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.993914000000000,30.064323000000002,"1,508.000000000000000","1,509.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
225,298,RW201000000299,RW,"2,010.000000000000000",299.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.993737000000000,30.511028000000000,"1,497.000000000000000","1,496.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
226,251,RW201000000252,RW,"2,010.000000000000000",252.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-1.993029000000000,29.976324999999999,"1,465.000000000000000","1,460.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
227,164,RW201000000165,RW,"2,010.000000000000000",165.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.992365000000000,30.310089999999999,"1,728.000000000000000","1,730.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
228,379,RW201000000380,RW,"2,010.000000000000000",380.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.992058000000000,30.324192000000000,"1,617.000000000000000","1,621.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
229,130,RW201000000131,RW,"2,010.000000000000000",131.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.990186000000000,30.098831000000001,"1,485.000000000000000","1,494.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
230,367,RW201000000368,RW,"2,010.000000000000000",368.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.986546000000000,30.144486000000001,"1,472.000000000000000","1,484.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
231,75,RW201000000076,RW,"2,010.000000000000000",76.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.984379000000000,30.114561999999999,"1,440.000000000000000","1,441.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
232,22,RW201000000023,RW,"2,010.000000000000000",23.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.984298000000000,30.124576000000001,"1,435.000000000000000","1,429.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
233,382,RW201000000383,RW,"2,010.000000000000000",383.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.983305000000000,30.027391000000001,"1,661.000000000000000","1,648.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
234,45,RW201000000046,RW,"2,010.000000000000000",46.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.981685000000000,30.091802000000001,"1,457.000000000000000","1,470.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
235,372,RW201000000373,RW,"2,010.000000000000000",373.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.980913000000000,30.183944000000000,"1,396.000000000000000","1,391.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
236,480,RW201000000481,RW,"2,010.000000000000000",481.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.979686000000000,30.140415000000001,"1,411.000000000000000","1,407.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
237,110,RW201000000111,RW,"2,010.000000000000000",111.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.978592000000000,30.061430999999999,"1,414.000000000000000","1,416.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
238,406,RW201000000407,RW,"2,010.000000000000000",407.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.977530000000000,29.570432000000000,"2,058.000000000000000","2,036.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
239,195,RW201000000196,RW,"2,010.000000000000000",196.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.977357000000000,30.058600999999999,"1,532.000000000000000","1,519.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
240,86,RW201000000087,RW,"2,010.000000000000000",87.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.977328000000000,30.072168999999999,"1,451.000000000000000","1,462.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
241,389,RW201000000390,RW,"2,010.000000000000000",390.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.976122000000000,30.094821000000000,"1,426.000000000000000","1,433.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
242,460,RW201000000461,RW,"2,010.000000000000000",461.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.975932000000000,30.041412999999999,"1,532.000000000000000","1,533.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
243,230,RW201000000231,RW,"2,010.000000000000000",231.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.975464000000000,30.088097000000001,"1,467.000000000000000","1,454.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
244,187,RW201000000188,RW,"2,010.000000000000000",188.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-1.975029000000000,29.927419000000000,"1,544.000000000000000","1,522.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
245,8,RW201000000009,RW,"2,010.000000000000000",9.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.974834000000000,30.111135000000001,"1,428.000000000000000","1,424.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
246,133,RW201000000134,RW,"2,010.000000000000000",134.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.974412000000000,30.089289000000001,"1,540.000000000000000","1,546.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
247,243,RW201000000244,RW,"2,010.000000000000000",244.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.974003000000000,30.041225000000001,"1,587.000000000000000","1,588.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
248,264,RW201000000265,RW,"2,010.000000000000000",265.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,16.000000000000000,Ngororero,GPS,R,-1.972804000000000,29.644635000000001,"1,608.000000000000000","1,607.000000000000000",WGS84,8,RW,RW04,Eastern Congo-Nile Highland Subsistence Farming,FS01,4,Haute terre de culture de base de la crête Congo-Nile
249,192,RW201000000193,RW,"2,010.000000000000000",193.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.970528000000000,30.056038999999998,"1,514.000000000000000","1,502.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
250,400,RW201000000401,RW,"2,010.000000000000000",401.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.970013000000000,30.037682000000000,"1,583.000000000000000","1,577.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
251,98,RW201000000099,RW,"2,010.000000000000000",99.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.968977000000000,30.063375000000001,"1,439.000000000000000","1,436.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
252,489,RW201000000490,RW,"2,010.000000000000000",490.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,U,-1.967830000000000,30.441541000000001,"1,506.000000000000000","1,504.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
253,286,RW201000000287,RW,"2,010.000000000000000",287.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.967409000000000,29.404675000000001,"2,358.000000000000000","2,354.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
254,145,RW201000000146,RW,"2,010.000000000000000",146.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.965807000000000,30.221205999999999,"1,429.000000000000000","1,429.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
255,465,RW201000000466,RW,"2,010.000000000000000",466.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.964067000000000,30.606439999999999,"1,388.000000000000000","1,395.000000000000000",WGS84,16,RW,RW12,Eastern Semi-Arid Agropastoral,SH02,12,Zone semi-aride agropastorale de l’est
256,354,RW201000000355,RW,"2,010.000000000000000",355.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.963772000000000,30.032885000000000,"1,709.000000000000000","1,722.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
257,198,RW201000000199,RW,"2,010.000000000000000",199.000000000000000,RW,RW14,Western,NULL,NULL,3.000000000000000,West,13.000000000000000,Rutsiro,GPS,R,-1.963233000000000,29.331310999999999,"1,835.000000000000000","1,797.000000000000000",WGS84,5,RW,RW01,Lake Kivu Coffee,AS02,1,Zone cafetière du lac Kivu
258,442,RW201000000443,RW,"2,010.000000000000000",443.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.962997000000000,30.118023999999998,"1,442.000000000000000","1,452.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
259,459,RW201000000460,RW,"2,010.000000000000000",460.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.962138000000000,30.037815999999999,"1,477.000000000000000","1,454.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
260,69,RW201000000070,RW,"2,010.000000000000000",70.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.961753000000000,30.148305000000001,"1,434.000000000000000","1,444.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
261,146,RW201000000147,RW,"2,010.000000000000000",147.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,27.000000000000000,Kayonza,GPS,R,-1.958832000000000,30.527584999999998,"1,605.000000000000000","1,606.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
262,28,RW201000000029,RW,"2,010.000000000000000",29.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.957099000000000,30.056542000000000,"1,538.000000000000000","1,526.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
263,401,RW201000000402,RW,"2,010.000000000000000",402.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.956508000000000,30.047549000000000,"1,401.000000000000000","1,408.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
264,172,RW201000000173,RW,"2,010.000000000000000",173.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.956370000000000,30.104393000000002,"1,496.000000000000000","1,503.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
265,184,RW201000000185,RW,"2,010.000000000000000",185.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.956045000000000,30.287382999999998,"1,481.000000000000000","1,481.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
266,205,RW201000000206,RW,"2,010.000000000000000",206.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,R,-1.955189000000000,30.011056000000000,"1,449.000000000000000","1,436.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
267,363,RW201000000364,RW,"2,010.000000000000000",364.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.954886000000000,30.366392000000001,"1,660.000000000000000","1,659.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
268,194,RW201000000195,RW,"2,010.000000000000000",195.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,U,-1.954061000000000,30.077749000000001,"1,389.000000000000000","1,387.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
269,87,RW201000000088,RW,"2,010.000000000000000",88.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,3.000000000000000,Kicukiro,GPS,U,-1.953650000000000,30.139626000000000,"1,447.000000000000000","1,467.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
270,302,RW201000000303,RW,"2,010.000000000000000",303.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.951477000000000,30.053030000000000,"1,435.000000000000000","1,431.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
271,458,RW201000000459,RW,"2,010.000000000000000",459.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.951422000000000,30.266767000000002,"1,399.000000000000000","1,403.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
272,476,RW201000000477,RW,"2,010.000000000000000",477.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,R,-1.950070000000000,30.141162000000001,"1,438.000000000000000","1,445.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
273,234,RW201000000235,RW,"2,010.000000000000000",235.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,R,-1.949707000000000,30.111272000000000,"1,487.000000000000000","1,492.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
274,165,RW201000000166,RW,"2,010.000000000000000",166.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,U,-1.949591000000000,30.440808000000001,"1,530.000000000000000","1,528.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
275,399,RW201000000400,RW,"2,010.000000000000000",400.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-1.948766000000000,29.797733000000001,"1,633.000000000000000","1,629.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
276,411,RW201000000412,RW,"2,010.000000000000000",412.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.948529000000000,30.375444999999999,"1,587.000000000000000","1,588.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
277,438,RW201000000439,RW,"2,010.000000000000000",439.000000000000000,RW,RW11,Eastern,NULL,NULL,5.000000000000000,East,24.000000000000000,Rwamagana,GPS,R,-1.946122000000000,30.423228000000002,"1,537.000000000000000","1,531.000000000000000",WGS84,14,RW,RW10,Southeastern Plateau Banana,AG08,10,Zone bananière du plateau du sud-est
278,416,RW201000000417,RW,"2,010.000000000000000",417.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.945000000000000,30.048864999999999,"1,409.000000000000000","1,405.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
279,418,RW201000000419,RW,"2,010.000000000000000",419.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.944706000000000,30.063279000000001,"1,391.000000000000000","1,398.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
280,55,RW201000000056,RW,"2,010.000000000000000",56.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.944695000000000,30.027642000000000,"1,395.000000000000000","1,402.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
281,56,RW201000000057,RW,"2,010.000000000000000",57.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,2.000000000000000,Gasabo,GPS,R,-1.941357000000000,30.117211999999999,"1,438.000000000000000","1,448.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
282,102,RW201000000103,RW,"2,010.000000000000000",103.000000000000000,RW,RW15,Southern,NULL,NULL,2.000000000000000,South,11.000000000000000,Kamonyi,GPS,R,-1.941192000000000,29.879028000000002,"1,792.000000000000000","1,784.000000000000000",WGS84,9,RW,RW05,Central Plateau Cassava and Coffee,AS06,5,Plateau central zone cafetière et du manioc
283,120,RW201000000121,RW,"2,010.000000000000000",121.000000000000000,RW,RW12,Kigali City,NULL,NULL,1.000000000000000,Kigali City,1.000000000000000,Nyarugenge,GPS,U,-1.940534000000000,30.055078999999999,"1,410.000000000000000","1,424.000000000000000",WGS84,0,RW, ,Urban Area,UB01,0,Zone Urbaine
